#Name	Orbits	Mass(kg)	Diam(m)	Perihelion(m)	Aphelion(m)	orbPeriod(days)	rotationalPeriod(hours)	axialtilt(deg)	orbinclin(deg)
Body731	Sun	2.0583e+27	1.366687e+08	4.320770e+11	4.369668e+11	1808.39	162.84	59.72	15.78
Body732	Sun	6.8753e+27	1.522908e+08	4.657192e+12	5.532301e+12	72603.69	98.93	8.82	28.85
Body733	Sun	7.2160e+27	1.476193e+08	2.961077e+12	3.551545e+12	37099.13	474.29	15.59	23.69
Body734	Sun	1.8899e+27	1.532389e+08	1.792719e+12	2.684058e+12	21143.56	635.70	71.34	15.37
Body735	Sun	4.4692e+27	1.375724e+08	1.801576e+12	1.890586e+12	15836.20	850.43	41.96	0.37
Body736	Sun	5.9610e+27	1.528664e+08	3.555609e+12	4.229774e+12	48489.74	199.03	85.35	8.54
Body737	Sun	9.4738e+27	1.852793e+08	5.219893e+12	5.496255e+12	78304.72	450.89	45.89	29.60
Body738	Sun	1.8846e+27	9.675231e+07	2.741286e+12	3.073548e+12	31299.40	207.78	56.88	15.47
Body739	Sun	5.4524e+27	1.721344e+08	4.374544e+12	6.440092e+12	79386.71	728.70	26.01	1.93
Body740	Sun	4.4078e+27	1.449594e+08	5.242816e+12	6.570793e+12	90636.64	157.14	59.94	28.77
Body741	Sun	2.4734e+27	1.406079e+08	3.818592e+12	4.916598e+12	57628.65	197.06	32.60	11.90
Body742	Sun	6.6536e+27	1.817094e+08	3.107224e+12	4.500769e+12	46841.96	190.85	15.66	17.73
Body743	Sun	9.7282e+27	2.161618e+08	2.627191e+12	2.821516e+12	28390.30	168.02	86.99	24.88
Body744	Sun	7.6137e+27	1.951019e+08	3.481449e+12	3.951375e+12	45233.56	69.84	46.46	12.65
Body745	Sun	3.6607e+27	1.132154e+08	2.091348e+12	2.369533e+12	21031.05	406.50	88.99	23.44
Body746	Sun	9.7312e+27	1.993727e+08	1.719958e+12	1.749824e+12	14427.24	584.02	77.91	28.75
Body747	Sun	3.2765e+27	1.141224e+08	3.325717e+12	3.827440e+12	42704.78	891.01	54.86	22.71
Body748	Sun	2.0236e+27	9.809100e+07	3.460011e+12	4.263177e+12	47909.85	497.14	27.88	3.13
Body749	Sun	6.3109e+27	1.696420e+08	5.135100e+12	6.550129e+12	89163.23	612.31	68.67	10.43
Body750	Sun	7.9563e+27	1.986126e+08	2.017500e+12	2.837771e+12	23880.87	576.49	79.24	7.83
Body751	Sun	7.1865e+27	1.569489e+08	1.647739e+12	2.146068e+12	16494.64	777.30	23.45	19.20
Body752	Sun	8.1387e+27	1.525988e+08	4.419335e+12	5.880036e+12	73781.25	784.08	46.09	19.88
Body753	Sun	5.4933e+27	1.964893e+08	9.833217e+11	1.205656e+12	7229.23	698.90	42.45	6.93
Body754	Sun	4.6187e+27	1.545771e+08	1.497523e+12	2.104602e+12	15260.48	251.36	48.65	0.83
Body755	Sun	3.9813e+27	1.758065e+08	1.689227e+12	1.865884e+12	14962.69	448.01	22.96	25.09
Body756	Sun	3.3000e+27	1.416464e+08	2.922909e+12	3.585150e+12	37060.15	269.16	28.22	9.64
Body757	Sun	2.2703e+27	1.130617e+08	3.965952e+12	5.923921e+12	69425.01	580.93	18.28	12.17
Body758	Sun	7.8467e+27	1.562964e+08	4.265217e+11	6.390576e+11	2455.32	589.12	53.51	4.80
Body759	Sun	2.7814e+27	1.131743e+08	4.925186e+12	5.910684e+12	79620.63	676.28	30.02	26.56
Body760	Sun	7.1345e+27	2.179514e+08	5.641644e+12	5.992317e+12	88577.08	494.13	32.35	13.35
Body761	Sun	8.2454e+27	1.873701e+08	4.262450e+12	5.195478e+12	64926.79	37.24	17.90	18.18
Body762	Sun	8.8696e+27	1.518515e+08	5.255817e+12	6.604447e+12	91174.09	878.59	26.42	25.86
Body763	Sun	4.9257e+27	1.276655e+08	3.696232e+12	4.243827e+12	49941.95	798.47	58.34	10.03
Body764	Sun	3.8036e+26	7.287011e+07	5.209943e+12	5.433915e+12	77513.71	217.40	9.55	7.72
Body765	Sun	4.2820e+26	7.777941e+07	1.625610e+12	1.998940e+12	15403.20	970.25	16.58	23.81
Body766	Sun	2.9650e+27	1.575066e+08	9.892495e+11	1.161756e+12	7041.94	947.65	89.28	18.89
Body767	Sun	9.2219e+27	2.500737e+08	3.357401e+12	4.927184e+12	53227.50	613.50	23.10	18.44
Body768	Sun	4.0993e+27	1.327307e+08	3.155841e+12	4.088499e+12	43523.94	814.05	78.95	14.01
Body769	Sun	3.4617e+27	1.551811e+08	5.489793e+12	6.256931e+12	89867.99	259.64	87.52	6.88
Body770	Sun	5.3734e+27	1.496660e+08	1.672312e+11	1.941460e+11	484.92	566.39	73.76	11.80
Body771	Sun	1.9619e+27	9.333127e+07	1.564722e+12	1.694455e+12	13133.85	395.49	17.46	3.50
Body772	Sun	4.9878e+27	1.505044e+08	8.220494e+11	1.068013e+12	5800.22	389.61	43.60	20.70
Body773	Sun	3.4550e+27	1.311945e+08	3.222110e+12	4.367636e+12	46673.54	429.01	8.46	0.09
Body774	Sun	7.3621e+27	1.876320e+08	1.661870e+12	2.202044e+12	16953.96	476.20	40.46	28.35
Body775	Sun	3.0545e+27	1.056399e+08	7.243827e+10	1.025687e+11	163.42	555.44	35.45	28.36
Body776	Sun	9.6582e+27	1.721125e+08	2.458446e+11	2.478022e+11	774.20	32.31	83.18	17.53
Body777	Sun	9.8524e+27	2.027581e+08	3.684695e+12	4.363756e+12	50968.08	927.05	86.65	1.79
Body778	Sun	7.0989e+27	1.687027e+08	1.559904e+12	1.763415e+12	13523.46	690.01	42.39	17.64
Body779	Sun	4.1087e+27	1.229492e+08	8.804349e+11	1.128993e+12	6358.26	542.17	22.21	26.67
Body780	Sun	8.2235e+27	1.510685e+08	1.483432e+12	1.527402e+12	11661.65	868.45	69.30	20.48
Body781	Sun	3.3848e+27	1.356548e+08	1.335901e+12	1.756707e+12	12139.96	718.42	15.37	6.77
Body782	Sun	6.7295e+27	1.607458e+08	1.646678e+12	2.241862e+12	17116.30	933.02	0.41	14.43
Body783	Sun	2.7597e+27	1.195661e+08	3.699454e+12	4.314294e+12	50638.80	179.00	1.42	21.02
Body784	Sun	5.4766e+27	1.694230e+08	4.985688e+12	5.381963e+12	74516.16	633.26	56.01	14.82
Body785	Sun	4.9615e+27	2.111936e+08	1.046013e+12	1.191310e+12	7470.04	859.24	72.94	8.10
Body786	Sun	5.2582e+27	1.700438e+08	4.693000e+12	5.359069e+12	71139.88	79.95	14.38	25.68
Body787	Sun	4.2537e+27	1.443780e+08	3.129472e+12	3.474493e+12	37882.36	830.45	36.12	17.98
Body788	Sun	7.2825e+27	1.561161e+08	2.877348e+12	3.196096e+12	33410.45	183.83	49.66	12.57
Body789	Sun	5.0988e+27	1.620833e+08	1.919115e+12	2.258786e+12	19061.94	675.38	76.80	4.27
Body790	Sun	6.0362e+27	1.360996e+08	2.521799e+12	3.736863e+12	34950.40	390.08	57.12	0.66
Body791	Sun	1.6849e+27	8.692455e+07	2.733814e+12	2.901391e+12	29860.32	164.14	68.13	17.49
Body792	Sun	6.9748e+26	6.907430e+07	4.087562e+12	4.370266e+12	54905.80	170.30	33.57	18.87
Body793	Sun	2.0812e+26	5.166346e+07	5.131916e+12	5.855899e+12	81301.19	163.24	74.03	10.93
Body794	Sun	8.9264e+25	4.721457e+07	3.112639e+11	3.201372e+11	1119.92	470.30	24.15	2.15
Body795	Sun	4.0204e+27	1.881066e+08	1.642506e+12	1.673117e+12	13476.52	629.64	79.06	6.59
Body796	Sun	3.8275e+27	1.579264e+08	4.324521e+12	5.879399e+12	72757.95	237.52	34.82	12.70
Body797	Sun	9.1595e+27	1.639789e+08	1.476711e+12	1.941493e+12	14106.75	100.90	72.76	18.96
Body798	Sun	6.3655e+27	1.837292e+08	1.351832e+12	1.833104e+12	12687.64	186.76	78.37	6.86
Body799	Sun	6.3908e+26	6.391936e+07	4.241467e+11	5.600552e+11	2179.50	351.51	87.59	2.59
Body800	Sun	9.0038e+27	1.750853e+08	2.113008e+12	2.876050e+12	24874.69	9.00	52.46	18.18
Body801	Sun	3.9695e+27	1.272033e+08	4.855889e+12	5.715569e+12	76724.18	905.23	36.86	17.59
Body802	Sun	3.3868e+27	1.214496e+08	2.069740e+12	2.484869e+12	21697.34	684.49	83.19	27.08
Body803	Sun	4.4919e+27	1.303952e+08	3.695732e+12	3.870261e+12	46454.61	586.98	59.56	0.97
Body804	Sun	2.1521e+27	1.062774e+08	4.354848e+12	4.745903e+12	61283.81	322.13	65.25	5.08
Body805	Sun	5.4648e+27	1.841824e+08	2.512338e+12	3.746478e+12	34951.69	896.65	87.19	7.80
Body806	Sun	3.2163e+27	1.283061e+08	2.954216e+12	4.076104e+12	41609.50	198.61	50.50	8.08
Body807	Sun	6.4876e+27	2.123748e+08	3.701780e+11	4.425825e+11	1635.59	704.48	30.03	24.91
Body808	Sun	7.8382e+27	2.037118e+08	3.172656e+12	4.324381e+12	45820.98	249.48	7.72	2.61
Body809	Sun	8.1283e+27	1.578680e+08	1.671842e+12	2.013471e+12	15792.16	560.00	86.04	1.76
Body810	Sun	8.0987e+27	2.119058e+08	1.659946e+12	2.043677e+12	15910.00	409.28	38.41	9.64
Body811	Sun	6.4042e+26	7.999059e+07	3.303926e+12	4.045457e+12	44474.00	55.95	61.07	25.41
Body812	Sun	1.5328e+27	9.731539e+07	3.568759e+12	5.126696e+12	57235.88	45.76	53.83	0.04
Body813	Sun	1.9466e+27	1.104210e+08	5.115630e+11	6.325475e+11	2731.69	839.94	58.95	11.82
Body814	Sun	3.1947e+27	1.361832e+08	5.476881e+11	7.176736e+11	3177.25	163.69	6.31	11.04
Body815	Sun	2.2745e+27	9.620593e+07	2.065820e+12	2.371179e+12	20862.38	630.89	18.92	3.12
Body816	Sun	5.0661e+27	1.700342e+08	4.357878e+11	5.348211e+11	2134.50	371.30	12.31	2.22
Body817	Sun	8.5411e+27	1.500044e+08	3.954660e+12	4.362237e+12	53539.20	656.99	0.09	27.55
Body818	Sun	1.8349e+27	9.363597e+07	1.501193e+12	1.996701e+12	14602.92	598.54	38.81	9.43
Body819	Sun	8.1831e+27	1.508363e+08	3.576913e+12	4.028728e+12	46820.24	125.04	23.05	0.48
Body820	Sun	3.2302e+27	1.107834e+08	4.650347e+12	5.710242e+12	74440.05	687.72	13.22	24.62
Body821	Sun	1.0140e+27	1.142813e+08	2.921294e+11	3.667616e+11	1193.85	625.98	73.22	13.57
Body822	Sun	4.4336e+27	1.563847e+08	3.147495e+12	3.609590e+12	39207.48	184.92	76.25	8.69
Body823	Sun	5.4520e+27	1.481875e+08	4.771354e+12	5.265168e+12	70974.90	378.76	89.07	16.31
Body824	Sun	3.6352e+27	1.239033e+08	3.767103e+12	5.081702e+12	58756.62	587.09	76.57	22.82
Body825	Sun	4.2745e+27	1.334407e+08	6.449422e+10	9.562589e+10	143.02	421.09	0.29	1.13
Body826	Sun	7.0194e+26	1.047239e+08	2.874705e+12	2.904525e+12	31012.37	225.75	33.83	3.14
Body827	Sun	3.0312e+27	1.451694e+08	2.165855e+12	2.372230e+12	21579.37	381.85	61.50	16.23
Body828	Sun	4.9823e+26	8.794830e+07	4.558247e+12	4.788905e+12	63789.46	585.88	77.36	7.57
Body829	Sun	8.1673e+27	1.492889e+08	3.695258e+12	4.435294e+12	51749.95	251.16	59.64	15.39
Body830	Sun	2.7736e+27	1.507585e+08	3.834846e+12	3.949169e+12	48476.97	422.36	7.58	18.59
Body831	Sun	6.8917e+27	1.609205e+08	1.379232e+12	1.827154e+12	12816.03	667.29	18.32	28.05
Body832	Sun	8.6123e+27	1.586913e+08	1.686347e+12	2.316403e+12	17875.89	222.40	77.93	10.68
Body833	Sun	9.2661e+27	1.858154e+08	3.787001e+12	4.576238e+12	53987.31	268.90	25.59	25.71
Body834	Sun	5.5973e+27	1.898583e+08	6.193556e+11	8.065722e+11	3800.81	836.32	39.41	10.46
Body835	Sun	7.1668e+27	2.254540e+08	3.287343e+11	3.770252e+11	1323.47	98.74	66.57	2.01
Body836	Sun	2.7181e+27	1.187420e+08	6.877925e+11	9.737674e+11	4780.84	144.51	1.98	11.65
Body837	Sun	6.8554e+27	1.855014e+08	2.746791e+12	3.685303e+12	36413.17	751.14	0.31	27.00
Body838	Sun	2.3995e+27	1.058273e+08	3.766395e+12	5.155908e+12	59490.19	308.48	26.11	14.71
Body839	Sun	7.8068e+27	1.537262e+08	9.772772e+11	1.002929e+12	6220.07	26.03	9.68	5.06
Body840	Sun	8.7288e+27	1.984381e+08	2.449361e+12	3.467330e+12	32125.38	724.19	60.93	27.30
Body841	Sun	1.0060e+27	7.503319e+07	2.140933e+12	2.546980e+12	22656.83	322.59	86.40	19.17
Body842	Sun	9.0737e+27	1.540691e+08	3.909387e+12	5.539810e+12	64836.90	987.76	25.57	14.72
Body843	Sun	5.0952e+27	1.302532e+08	2.259469e+12	3.272251e+12	29041.58	541.96	63.12	13.08
Body844	Sun	9.8060e+27	1.817158e+08	2.762459e+12	2.837955e+12	29584.22	119.93	14.05	22.82
Body845	Sun	7.9772e+27	2.264198e+08	5.901269e+11	8.496672e+11	3856.39	412.34	39.91	16.79
Body846	Sun	2.6435e+27	1.165752e+08	1.326289e+12	1.333791e+12	9684.38	289.20	72.77	21.34
Body847	Sun	6.4602e+27	1.514049e+08	2.658738e+12	2.942999e+12	29594.70	113.29	24.34	4.90
Body848	Sun	3.3706e+27	1.732475e+08	4.047466e+12	5.645538e+12	67362.39	500.21	84.33	20.58
Body849	Sun	2.6003e+27	1.034806e+08	2.571219e+12	2.639029e+12	26547.13	205.63	17.87	22.03
Body850	Sun	2.0093e+27	1.381381e+08	4.687415e+12	5.836501e+12	76207.19	969.97	59.29	28.59
Body851	Sun	1.5634e+27	8.686767e+07	5.137436e+11	6.300002e+11	2730.38	824.72	33.96	16.41
Body852	Sun	6.3880e+27	2.219009e+08	3.819466e+12	4.334522e+12	51973.86	323.35	64.34	24.16
Body853	Sun	2.9310e+27	1.465807e+08	4.312747e+12	5.875036e+12	72585.42	423.81	70.55	4.04
Body854	Sun	8.4111e+27	2.246568e+08	4.056981e+12	5.762079e+12	68680.70	278.03	64.94	22.05
Body855	Sun	2.7376e+27	1.059129e+08	2.820525e+12	3.007815e+12	31408.51	370.64	84.22	14.33
Body856	Sun	6.8318e+27	1.704634e+08	2.357119e+11	2.657692e+11	792.71	590.49	58.90	21.04
Body857	Sun	6.2530e+27	1.424311e+08	4.956031e+12	5.915133e+12	80009.95	610.58	20.55	4.58
Body858	Sun	4.3572e+27	1.457253e+08	1.447219e+12	1.931051e+12	13860.26	526.86	80.16	0.88
Body859	Sun	7.7168e+25	3.104786e+07	2.074356e+12	2.089892e+12	18968.58	484.45	23.31	0.19
Body860	Sun	7.5549e+27	1.608888e+08	4.090976e+12	4.553747e+12	56735.72	712.14	49.24	20.20
Body861	Sun	7.3885e+26	6.612343e+07	4.184243e+12	4.280873e+12	54976.78	150.79	27.25	7.12
Body862	Sun	3.6211e+27	1.214815e+08	2.523097e+12	2.661333e+12	26350.05	198.05	40.11	18.26
Body863	Sun	8.6704e+27	1.981878e+08	3.787848e+12	4.963999e+12	57793.57	55.92	24.97	17.92
Body864	Sun	8.6785e+27	2.273856e+08	3.794073e+12	3.870864e+12	47368.85	943.67	1.61	8.96
Body865	Sun	9.7178e+27	1.960672e+08	6.983952e+11	7.516040e+11	3897.46	85.67	89.72	0.67
Body866	Sun	7.7464e+26	1.115426e+08	2.254975e+12	2.803127e+12	25392.84	577.51	73.87	24.89
Body867	Sun	8.9941e+27	1.561262e+08	5.153694e+12	5.938454e+12	82461.91	504.26	76.54	16.41
Body868	Sun	7.1877e+27	1.406967e+08	2.720472e+12	3.867679e+12	37746.38	515.60	80.03	23.19
Body869	Sun	3.6650e+27	1.507640e+08	2.461898e+12	3.254849e+12	30510.78	247.33	30.70	7.13
Body870	Sun	3.7451e+27	1.165560e+08	4.325163e+12	5.076455e+12	64347.81	971.14	77.57	6.34
Body871	Sun	7.9399e+26	9.739566e+07	4.239453e+12	5.725506e+12	70217.15	85.48	6.34	9.15
Body872	Sun	1.9699e+27	9.691323e+07	2.322850e+11	3.458315e+11	981.19	783.19	0.69	29.20
Body873	Sun	2.3061e+27	1.534562e+08	2.336604e+12	3.336222e+12	30159.85	500.46	76.34	12.15
Body874	Sun	2.5165e+27	1.577829e+08	1.183660e+12	1.579775e+12	10254.25	858.82	47.64	4.47
Body875	Sun	9.4586e+27	2.487679e+08	3.710907e+12	3.935771e+12	47199.69	415.90	24.77	1.35
Body876	Sun	7.1456e+27	1.793819e+08	2.474836e+12	2.502420e+12	24786.48	423.77	43.29	29.63
Body877	Sun	3.4477e+27	1.317614e+08	1.681204e+11	2.345933e+11	570.46	666.25	10.99	7.14
Body878	Sun	4.5420e+26	5.715711e+07	1.863958e+12	2.542893e+12	20650.12	813.79	40.88	23.58
Body879	Sun	6.3397e+27	1.475740e+08	1.860826e+12	1.864750e+12	16051.67	334.18	55.06	6.37
Body880	Sun	5.2229e+27	1.705624e+08	5.108201e+12	5.787221e+12	80277.90	414.69	14.89	6.01
Body881	Sun	8.4011e+27	1.658661e+08	3.486584e+12	3.772494e+12	43656.82	479.21	36.35	23.46
Body882	Sun	2.1929e+27	1.145395e+08	1.170749e+12	1.199505e+12	8145.58	912.38	27.67	3.27
Body883	Sun	7.0532e+27	1.555324e+08	4.709512e+12	4.945570e+12	66967.46	372.90	70.44	12.38
Body884	Sun	4.4863e+27	1.490233e+08	6.455050e+11	8.742220e+11	4181.94	224.94	82.19	14.04
Body885	Sun	1.6506e+27	1.000334e+08	5.080491e+12	6.302493e+12	85726.30	474.34	0.89	10.03
Body886	Sun	8.3071e+27	1.541072e+08	8.445749e+10	9.707284e+10	172.64	413.82	16.62	23.59
Body887	Sun	5.5405e+27	1.306560e+08	8.606090e+11	8.861968e+11	5153.44	760.23	23.25	9.21
Body888	Sun	5.1097e+27	1.417403e+08	1.586306e+11	2.301580e+11	541.13	316.16	53.77	14.84
Body889	Sun	1.7538e+27	8.936921e+07	5.023085e+12	5.032857e+12	71180.99	261.78	73.38	2.20
Body890	Sun	5.0499e+27	1.881770e+08	5.082263e+12	6.751547e+12	90869.22	496.31	19.06	29.52
Body891	Sun	3.5544e+27	1.118182e+08	4.101550e+12	5.779519e+12	69332.33	12.47	34.53	19.23
Body892	Sun	5.1213e+27	1.981277e+08	4.962453e+12	5.980001e+12	80798.27	878.56	63.18	27.81
Body893	Sun	2.3120e+27	1.059187e+08	3.737929e+12	5.344977e+12	61103.65	37.42	55.84	19.07
Body894	Sun	2.0410e+27	1.150072e+08	2.197804e+12	2.268740e+12	21071.10	361.73	11.83	29.64
Body895	Sun	3.7647e+27	1.146545e+08	8.334413e+11	1.198421e+12	6465.04	619.95	87.73	12.63
Body896	Sun	1.7355e+27	9.801284e+07	4.683433e+12	6.291740e+12	81160.92	444.16	87.54	6.68
Body897	Sun	7.2935e+27	1.625397e+08	3.357231e+12	4.999447e+12	53923.79	822.92	72.11	22.04
Body898	Sun	6.6285e+27	2.037502e+08	4.844520e+12	4.936118e+12	68277.99	29.24	81.98	21.95
Body899	Sun	1.6842e+27	1.137211e+08	2.469824e+12	2.759888e+12	26696.02	460.57	63.57	18.63
Body900	Sun	2.4186e+27	1.607411e+08	2.982492e+12	3.238720e+12	34637.17	589.08	9.82	22.36
Body901	Sun	4.0353e+26	6.996249e+07	2.770802e+12	4.057798e+12	39831.57	332.77	89.48	17.44
Body902	Sun	6.9997e+27	1.402819e+08	1.468676e+12	2.115553e+12	15146.90	82.73	23.56	21.67
Body903	Sun	9.0095e+27	1.526323e+08	5.151467e+12	5.523435e+12	77853.07	15.93	68.77	16.93
Body904	Sun	9.3407e+27	1.965046e+08	2.637404e+12	3.622830e+12	34963.57	919.74	59.10	16.73
Body905	Sun	3.2085e+26	5.013933e+07	8.042762e+11	8.171360e+11	4608.61	949.74	14.57	23.06
Body906	Sun	3.7850e+27	1.280485e+08	1.183235e+12	1.683654e+12	10835.43	852.13	70.27	10.34
Body907	Sun	2.6480e+26	5.174847e+07	1.046598e+12	1.364256e+12	8355.76	218.04	14.51	5.82
Body908	Sun	2.4312e+27	1.172284e+08	8.380161e+11	1.083915e+12	5947.53	106.16	81.81	8.69
Body909	Sun	9.2566e+27	2.018934e+08	4.086341e+12	4.254419e+12	53769.79	366.49	42.35	25.79
Body910	Sun	2.6978e+27	1.020001e+08	3.945385e+12	3.966988e+12	49680.96	189.00	22.29	4.31
Body911	Sun	2.0566e+27	1.379805e+08	4.213194e+12	4.451219e+12	56929.67	562.60	89.31	19.81
Body912	Sun	5.6975e+27	1.329535e+08	5.399017e+12	6.333268e+12	89702.35	733.81	29.12	16.19
Body913	Sun	4.5290e+27	1.235205e+08	2.705174e+12	3.224810e+12	32233.70	854.59	35.37	1.54
Body914	Sun	9.2915e+27	2.317542e+08	5.723276e+11	6.516184e+11	3022.55	287.99	26.48	14.03
Body915	Sun	2.2637e+27	1.467018e+08	4.223202e+11	4.787756e+11	1909.35	927.83	0.80	19.45
Body916	Sun	8.9138e+27	1.630103e+08	2.953990e+12	4.235366e+12	43029.35	80.83	67.48	19.74
Body917	Sun	8.1230e+27	1.685621e+08	4.722421e+12	5.675854e+12	74846.57	173.70	38.12	28.27
Body918	Sun	8.5658e+27	1.873783e+08	2.028237e+12	2.709902e+12	23021.92	343.97	20.60	17.20
Body919	Sun	9.6808e+27	1.716495e+08	1.323294e+11	1.952672e+11	418.54	839.79	75.20	20.80
Body920	Sun	6.0465e+27	1.440629e+08	4.079194e+12	4.918829e+12	60249.09	949.79	39.37	15.28
Body921	Sun	9.7294e+27	1.752036e+08	4.346371e+12	6.368675e+12	78292.65	688.58	66.03	7.59
Body922	Sun	9.9038e+26	7.644321e+07	1.243609e+12	1.470282e+12	9979.72	539.92	47.34	0.21
Body923	Sun	3.6920e+27	1.326657e+08	8.568142e+11	1.215266e+12	6657.94	512.56	7.32	19.32
Body924	Sun	4.8069e+27	1.718638e+08	2.737199e+12	3.870357e+12	37913.26	869.52	25.46	23.63
Body925	Sun	8.0857e+27	1.883346e+08	5.071976e+12	5.938110e+12	81548.49	578.64	45.40	10.10
Body926	Sun	9.4336e+27	2.109413e+08	4.093828e+12	4.700319e+12	58213.07	131.77	4.90	18.19
Body927	Sun	9.6302e+27	1.545824e+08	1.528901e+12	2.097620e+12	15415.77	60.77	88.85	25.42
Body928	Sun	7.5586e+27	1.623995e+08	4.780111e+12	5.399831e+12	72501.64	387.59	2.82	18.23
Body929	Sun	9.4361e+27	2.109805e+08	2.192647e+12	2.893119e+12	25601.45	447.08	80.03	21.78
Body930	Sun	9.8394e+27	1.713522e+08	8.904889e+11	1.116385e+12	6346.15	322.67	37.26	5.64
Body931	Sun	1.5862e+27	1.256934e+08	2.657506e+12	2.762755e+12	28168.27	705.38	66.36	20.86
Body932	Sun	9.5439e+27	1.957033e+08	1.193843e+12	1.539905e+12	10089.45	15.40	43.33	24.43
Body933	Sun	7.9503e+27	1.471589e+08	4.345304e+12	6.286505e+12	77382.12	205.28	36.60	9.72
Body934	Sun	3.3002e+27	1.489114e+08	2.117607e+12	2.922894e+12	25260.41	712.35	68.85	17.07
Body935	Sun	6.8989e+27	2.263511e+08	3.624918e+11	4.724467e+11	1702.99	358.80	36.73	28.47
Body936	Sun	2.1707e+27	1.436626e+08	3.458766e+12	4.690919e+12	51932.73	137.10	43.07	13.13
Body937	Sun	2.3864e+27	1.511023e+08	5.378949e+12	5.733397e+12	82687.25	52.29	16.98	0.50
Body938	Sun	6.9515e+27	1.540916e+08	3.514285e+12	5.186971e+12	57293.17	460.61	56.99	20.36
Body939	Sun	1.3898e+27	8.835811e+07	3.673510e+12	5.142321e+12	58428.51	297.22	74.79	3.62
Body940	Sun	6.0694e+27	1.460811e+08	1.667307e+12	1.905730e+12	15076.00	926.88	37.26	14.55
Body941	Sun	8.1265e+27	1.576104e+08	3.666605e+11	5.179083e+11	1857.07	568.81	54.94	23.86
Body942	Sun	4.7804e+27	1.234651e+08	1.255304e+12	1.838760e+12	12148.53	493.08	78.47	15.56
Body943	Sun	4.8865e+27	1.438232e+08	2.118617e+12	2.577518e+12	22716.47	124.95	75.62	11.73
Body944	Sun	4.4986e+27	1.673392e+08	1.997141e+12	2.740634e+12	23019.27	34.35	14.92	8.42
Body945	Sun	8.3663e+27	2.045337e+08	2.479854e+12	3.621033e+12	33637.16	95.77	88.72	17.62
Body946	Sun	8.1787e+27	1.834265e+08	1.723959e+12	2.345014e+12	18321.33	850.75	34.56	17.75
Body947	Sun	8.1232e+27	2.029997e+08	1.774054e+12	2.406211e+12	19078.12	682.11	41.44	8.43
Body948	Sun	7.0981e+27	1.594359e+08	4.136250e+12	4.621628e+12	57853.32	304.17	14.20	8.41
Body949	Sun	5.5316e+27	1.508422e+08	3.036615e+12	3.721194e+12	39213.78	763.52	70.01	23.52
Body950	Sun	7.0152e+26	8.735661e+07	4.224150e+11	4.382907e+11	1782.43	518.29	37.39	7.16
Body951	Sun	8.1207e+27	1.646354e+08	1.395397e+12	2.064396e+12	14364.98	639.84	49.95	27.61
Body952	Sun	3.0844e+27	1.441538e+08	4.469956e+12	4.663429e+12	61613.74	733.19	1.82	9.02
Body953	Sun	5.3440e+27	1.278778e+08	3.449772e+12	3.929226e+12	44743.08	957.26	36.43	0.01
Body954	Sun	3.9020e+27	1.808121e+08	3.289898e+12	4.902047e+12	52337.19	162.78	64.21	12.12
Body955	Sun	1.9279e+27	1.507578e+08	2.410559e+12	3.322906e+12	30644.72	922.73	15.60	0.33
Body956	Sun	4.0337e+27	1.363358e+08	3.754534e+12	4.670552e+12	54587.28	647.69	61.40	20.83
Body957	Sun	9.5558e+27	1.655077e+08	5.655370e+12	6.155176e+12	90601.40	746.58	44.72	0.51
Body958	Sun	3.1878e+27	1.102470e+08	5.507108e+11	7.222524e+11	3205.93	531.05	31.43	19.53
Body959	Sun	7.0292e+27	1.393594e+08	8.211169e+11	9.425702e+11	5228.32	656.53	46.30	25.23
Body960	Sun	6.7960e+27	1.608125e+08	5.651196e+12	5.784461e+12	86322.02	718.46	83.52	16.99
Body961	Sun	2.0496e+26	4.384273e+07	4.449490e+12	5.412307e+12	69129.60	347.37	78.72	9.00
Body962	Sun	4.9747e+27	1.349509e+08	6.647566e+11	8.916641e+11	4334.31	688.39	8.89	15.09
Body963	Sun	7.4275e+27	1.544248e+08	3.705493e+12	3.793595e+12	45839.79	639.73	35.88	11.80
Body964	Sun	9.3996e+27	2.527905e+08	4.155260e+12	4.581456e+12	57643.75	330.03	67.81	26.50
Body965	Sun	6.1341e+27	1.509903e+08	3.103846e+11	3.212377e+11	1120.51	615.43	82.14	11.37
Body966	Sun	6.4860e+27	1.666624e+08	2.025499e+12	2.295293e+12	20048.18	562.52	80.31	16.13
Body967	Sun	4.0086e+27	1.482775e+08	3.461858e+12	4.873522e+12	53717.77	493.58	6.27	11.65
Body968	Sun	3.6753e+27	1.189136e+08	4.596662e+11	6.425406e+11	2583.00	656.25	32.42	17.54
Body969	Sun	7.7517e+27	2.364890e+08	4.878933e+12	5.323472e+12	72741.75	650.56	10.18	1.26
Body970	Sun	9.4628e+27	1.843877e+08	3.127261e+12	3.361710e+12	36897.22	796.51	29.97	13.79
Body971	Sun	6.5392e+27	1.467656e+08	4.885127e+12	5.003186e+12	69408.58	608.91	45.78	7.55
Body972	Sun	5.4670e+27	1.552646e+08	4.419224e+12	6.528178e+12	80853.07	914.83	45.99	21.15
Body973	Sun	6.7549e+27	1.562021e+08	5.727253e+11	5.959512e+11	2820.14	282.86	38.82	15.24
Body974	Sun	1.4289e+27	9.081761e+07	4.449571e+12	6.459210e+12	80425.59	269.97	10.71	2.13
